node,betweenness_k400,betweenness_k800,betweenness_k1600
119,5.922378249910814e-05,5.3992713991564894e-05,5.316150132216222e-05
3213,1.99230967471628e-05,2.3166017893660123e-05,2.4016595539257918e-05
4487,6.523300780872271e-05,3.842159093729975e-05,2.465158979937034e-05
839,8.642527077113278e-05,6.741212721053026e-05,8.928982938263107e-05
6165,0.0007103215011219653,0.0007919434463016323,0.0007016451540535704
1150,2.162391247824863e-06,1.7915199259965515e-06,1.9001039578471514e-06
701,1.13157320134737e-05,1.8729299845541035e-05,1.4828823605505667e-05
1794,0.0,0.0,0.0
3998,0.00033140746484915746,0.00022034542910626825,0.0004946288948132457
4923,0.0001380888710082345,0.00016792246222411406,0.0002005482553578652
542,0.00042673216137081936,0.00040440159218121534,0.0006968622155397646
7074,0.0,0.0,0.0
4315,0.0002518890696404545,0.0002489448283997084,0.000351517269253721
1481,0.001726252719896169,0.0014407792978866334,0.0013080770246829548
5915,0.00015832697287076946,0.0001520192864074743,0.00014955200022163812
948,0.00019484364283591828,0.00023178730066325068,0.0002076097130478759
799,5.22264097460794e-05,5.422027548844424e-05,9.745596977652205e-05
6513,0.00029064560124494046,0.0002483158995616347,0.00022407978382271457
413,9.106141577033323e-06,4.651497928321849e-06,2.5117044083133695e-06
3811,2.161641454521172e-06,1.881394485515805e-06,1.939460920972891e-06
7055,0.00028807218537323987,0.0002812945815296978,0.00041448733933007674
1923,0.0,0.0,0.0
5383,3.4712819132653014e-06,2.056428568687095e-06,2.3822856013519276e-06
1920,7.606492984926915e-07,4.689037091885986e-07,5.386636099577657e-07
3555,0.0,0.0,0.0
6861,0.0004045308390162109,0.0003545396304109577,0.0002215065148795248
1893,3.0660878441361154e-06,2.621758434486617e-06,2.095248149947566e-06
5490,0.00019820900392097875,0.00019402257294032557,0.0001913593350981023
3977,0.0,0.0,0.0
2265,5.1106621046760285e-05,9.123726218907184e-05,8.899072869087531e-05
661,1.7090678413915141e-07,1.0134037132801775e-07,1.403667034269468e-07
4449,5.5889928933850116e-05,4.654552807044649e-05,4.518606115493296e-05
5038,0.0008360568722668163,0.0008579352216618815,0.0008668159031846146
6720,0.0,0.0,0.0
3714,0.0,0.0,0.0
260,0.0,0.0,0.0
4330,0.0014732381551191191,0.0012327994451088648,0.0013920563169358717
3957,0.0,0.0,0.0
1664,3.8063609087723913e-06,2.878864291606896e-06,2.6562792930833854e-06
3209,0.001645191974481545,0.001526586224838412,0.0018439044117993825
5888,5.879124675490202e-05,8.271112379410999e-05,0.00011786802491387195
2453,0.0,0.0,0.0
5720,0.0,0.0,0.0
38,3.0438634349952967e-06,3.1066152016344527e-06,4.044380603974048e-06
5594,4.097376917879542e-05,0.0001224886704477057,8.679191764450092e-05
4460,0.00014049883746194544,0.00014056124252216585,0.00014066879411582048
4958,0.0002886884078812021,0.0002609677275716339,0.00028920735465903444
77,0.00022298502094846877,0.0001562154888022434,0.00046252696198650055
6752,7.360587611969595e-05,5.014987925945802e-05,6.369421836499674e-05
6945,0.0,0.0,0.0
3678,1.461300961325484e-06,1.0973258093008172e-06,1.6508779792399267e-06
875,3.1997614964688946e-05,3.269860397106936e-05,2.8765208544623197e-05
3551,0.003445643688682309,0.0029322458264111765,0.0019503488912919727
4273,8.030751369916654e-05,0.00020932524898574988,0.00012806673437569668
6220,5.104791385962182e-07,9.165007455705644e-07,1.4171276154082289e-06
4999,0.0,0.0,0.0
4537,0.0,0.0,0.0
465,0.0006219866401355644,0.002324713305808669,0.0014542769945418482
4971,1.8420971791060315e-07,1.43782514661009e-07,3.951198264146113e-07
6276,0.0,0.0,0.0
2540,6.12025184915451e-06,7.374352830877787e-06,7.686189796676292e-06
2412,0.0,0.0,0.0
1596,1.0311327368430782e-05,4.050629253769131e-05,3.062395945841756e-05
1766,8.47173768105662e-05,0.00011713575466234987,0.0001121010487645702
6077,0.0023841206232424472,0.0015118277480616526,0.0012120817606448167
2433,1.688604738405885e-05,6.936782547762296e-05,4.247558817802457e-05
1206,0.0,0.0,0.0
1922,0.0001542589961682319,0.00015586869347118857,0.0007809355873049972
2933,0.0,0.0,0.0
6007,0.0004856998732009934,0.0005104117505048475,0.0011026490289494885
4230,0.0017147338652237407,0.0018054873224467305,0.0017176577748306066
6556,0.00018313143323903756,0.0001707294737400768,0.00023592576697882426
2675,1.987084795396603e-05,4.235015608728538e-05,4.232326761447236e-05
2203,0.00012014624459995526,0.00011467100582173522,0.00016936260453415176
5471,3.202743924775573e-05,3.4814329781382855e-05,3.385035870152998e-05
3593,0.0,0.0,0.0
1019,0.0,0.0,0.0
257,0.00011894698489020196,0.00011535422910438178,0.0001198479928935773
366,0.00011761853019705034,6.837267654339017e-05,4.3963840391941284e-05
1063,4.134371527633067e-05,8.996254682746135e-05,6.921553278563402e-05
5924,0.0,0.0,0.0
27,0.0,0.0,0.0
6240,0.0,0.0,0.0
7022,0.00014037057832678272,0.0013901951151038734,0.0007652828467153281
0,0.0,0.0,0.0
2603,2.5923488495021993e-06,1.5673620631266479e-06,1.1924692039657124e-06
2993,0.0002028120072208867,0.00011612346659366511,8.609670405759801e-05
5522,0.0,0.0,0.0
2309,1.2173188758848924e-05,1.1744122384613526e-05,1.7571257007178894e-05
4815,1.37400561375947e-05,8.548750036430855e-06,1.095460263283337e-05
36,1.6798235739929938e-05,1.7042827239550095e-05,1.6839840269649395e-05
5984,0.0,0.0,0.0
1037,0.0003284712408482707,0.00043427087311160363,0.0004860939334229744
2915,1.5855690593950454e-06,1.1292055652008034e-06,3.885028044509156e-06
1122,0.0,0.0,0.0
2435,1.2306834478086017e-05,1.0346657148828418e-05,1.2561145598435911e-05
2990,0.0008567089520837888,0.001289027539448934,0.0014890349300751215
6859,0.0,0.0,0.0
1590,0.00010072190809855772,0.00011560813359734646,0.0001831471898969068
422,5.02776199019926e-05,9.920336803471077e-05,7.422717912423086e-05
4000,0.0,0.0,0.0
1603,0.0004360889900637064,0.0004583556168702874,0.00047268483788103893
5767,1.1401965667476617e-07,2.263354916107345e-07,4.939422540386251e-07
911,6.1767817714946875e-06,3.842188488774016e-06,1.1091135550970379e-05
3316,1.211523907098721e-05,1.2006960579760741e-05,6.00749817518012e-05
2747,0.0,0.0,0.0
2361,0.00014037057832678272,0.00014037057832678272,0.00014037057832678272
2599,0.0007974505607064655,0.001021166844865362,0.0014674001472782948
1048,2.8152895264956503e-05,2.5873589179358172e-05,2.351113213900568e-05
4710,0.0007248719046141471,0.0007149518362943482,0.0006515108851125886
6937,8.128840006527779e-05,9.32913900604553e-05,8.63007490024648e-05
1247,2.6328915848940553e-05,1.741493704736975e-05,2.3746973382852578e-05
1817,3.0270848513373845e-05,2.309388129049809e-05,2.257907108575807e-05
5815,9.645731949476246e-05,6.503311083898477e-05,4.504230295457525e-05
172,5.937340826969596e-05,0.00028758784384227384,0.00019121390328722494
6332,4.3997824558657754e-05,6.973607321620431e-05,6.261526012545053e-05
7015,0.0003077982668121231,0.00026921911514559907,0.000313360513412545
6325,7.522302702275519e-05,7.91714803650726e-05,8.749408279496217e-05
6843,9.34859967255861e-05,0.00010769945954742895,0.0005431308084829501
393,0.0002734371378719275,0.00028795825222925283,0.0003340979890990968
222,5.955558002312016e-07,8.05417921486207e-07,4.560927094451618e-07
4817,0.0004631177361139578,0.000457369517662488,0.001146558578918872
4055,3.6559309164179395e-06,2.9593971444803035e-06,5.881507003319455e-06
3026,0.000499287753681865,0.000530971788260402,0.00044699325904043474
3968,0.00029169440626861153,0.00031086276829803903,0.00023991417932630067
3412,0.00010706081505132376,0.00010747663538632915,0.00013919732606318904
3446,0.0,0.0,0.0
2693,4.714527278613592e-05,0.00013489826726566549,9.667803439181246e-05
4473,0.0,0.0,0.0
579,0.0005417346555337085,0.0005909409145360037,0.0005240861398115288
225,0.0,0.0,0.0
3409,4.508694844799337e-05,6.105232190270407e-05,7.439580141884075e-05
4190,0.0002836261535468356,0.00026703944025797266,0.00030289096060383513
437,0.0,0.0,0.0
6479,2.3146863910931448e-05,1.7935215361977224e-05,1.542928855702023e-05
1846,0.0013271734319401606,0.001701709530047194,0.0016854452949015696
6989,0.0003820844781183497,0.00021801252346074397,0.0001382355312980797
6086,6.109966809904265e-05,3.477036773155891e-05,3.841200942220879e-05
1900,3.112411935836207e-05,3.0794110297337294e-05,3.5425298230253224e-05
5884,6.1755411172768895e-06,6.634132723127836e-06,6.102009451673982e-06
6296,0.00017986228444106866,0.00017073150637675287,0.00016884061397000037
6009,1.9455948630672915e-05,2.3302187730882517e-05,2.1167091594736437e-05
956,2.1851806765921798e-07,1.9454002717646665e-07,1.6440756757782316e-07
234,6.729623251378202e-06,5.9331988221849805e-06,7.4071263777478285e-06
4904,1.2170326037391162e-05,1.3848216879294756e-05,1.2891840514143558e-05
5703,0.0,0.0,0.0
6830,1.5167479943001314e-05,1.3324404647282058e-05,1.4678363556165528e-05
6710,1.2970836251407778e-06,1.3095783622926617e-06,4.019443322289181e-06
2149,8.003465537353609e-06,7.848508536637036e-06,8.429030119620296e-06
4564,0.0,0.0,0.0
5991,0.00021576140634165474,0.00022795220861732596,0.00024139613574257878
2018,2.3298250790311765e-05,5.648434873788083e-05,3.9468644605683625e-05
1875,8.7137301886239e-06,9.989568564591121e-06,1.1151807864311852e-05
6460,1.6030795997386288e-05,1.5339002242075856e-05,1.269230151033317e-05
6785,0.0,0.0,0.0
2491,9.202773242936981e-07,9.555950474899352e-07,1.0903632209255425e-06
6966,0.0,0.0,0.0
487,0.0002509590099893807,0.0003407762163343329,0.0007379426193720759
3021,0.0008953857141607865,0.0007346127491380746,0.0006058252243492095
6350,0.0,0.0,0.0
4337,0.0005372410560176046,0.00076107690290683,0.0007518073503662296
4429,0.00042604643299132424,0.0004222830110427274,0.0006203286788163826
4819,0.00022842068748450786,0.00038860678063365174,0.0002328574313320055
6635,0.00044659844951732347,0.00048386045253194705,0.00046968549157294404
6270,0.00033626700638818453,0.0004069508148012738,0.000370829782513653
2266,3.566366181075616e-06,2.803635558006949e-06,3.150545697298217e-06
1898,0.0,0.0,0.0
5500,0.00022375953685192167,0.00027885127051769916,0.00032576872494427495
2383,1.7426942152932275e-05,1.13115384070108e-05,8.88147957410855e-06
6263,0.00010378884540944062,9.923124280946661e-05,9.673095556287273e-05
2752,0.0,0.0,0.0
4767,8.547132439500459e-05,8.162619938951654e-05,7.893374179578885e-05
5242,2.7485354455030125e-05,2.624689245640528e-05,3.119643363344578e-05
1799,4.3368893828207096e-05,2.7227926785868554e-05,1.9381918548794172e-05
5965,0.0003882521025125641,0.0003305456294145362,0.00029393198219157367
1325,1.819563078115164e-05,0.0001481040478243702,8.26657317100413e-05
2700,7.596895560888811e-05,8.374161400647896e-05,9.101369706692412e-05
2144,0.0,0.0,0.0
48,3.632549518033865e-05,3.3862090516886116e-05,3.867723841048326e-05
4616,5.500175508057866e-06,5.734253580346875e-06,5.4901329583605985e-06
6467,0.001808195677142465,0.0012844218604393955,0.0011145602061018766
787,0.0003514466248590446,0.00020450452655641836,0.000193248153438888
2740,0.019373076857007017,0.015235477359417765,0.015369449702603448
5876,6.207590504342633e-05,6.0645926409259695e-05,5.779405573151078e-05
5355,0.00023991422241695834,0.00025928433171199986,0.0002551559792380658
6783,0.00031342344214249483,0.00029980030417587245,0.0005563696164770428
5966,9.7969177542964e-06,1.018728742849356e-05,3.357962007987266e-05
6730,0.001427145713247528,0.001731769298433849,0.0016360473525193623
538,1.3167051734783876e-05,1.1529096747881402e-05,1.0459406665900613e-05
2519,1.0554430912415487e-05,9.928283315152121e-06,9.784877810025802e-06
4747,2.9767043216228547e-05,3.384425710367511e-05,3.465290705501278e-05
4895,0.0017210472640095524,0.00195853699927084,0.0017715705889894769
6863,6.291039365841307e-05,4.920845269455959e-05,0.00010289801577283244
5721,0.0004629124694739653,0.00047593980584769764,0.0005349593205745386
3947,3.4235132311182844e-07,3.826245328346226e-07,2.8414267704928126e-06
5100,0.0020440804946752194,0.002067706049645085,0.0019134994754543334
5109,9.879208215004196e-06,1.0831309567938012e-05,2.0433100562535616e-05
2235,2.7762921562284488e-05,2.3056902808194367e-05,2.054473158400459e-05
6595,0.0,0.0,0.0
4406,0.009681446680032915,0.011598386768242671,0.01179002169895276
5472,2.5521363474015912e-05,9.546028074336006e-05,6.079747226148746e-05
3483,6.589569439170982e-07,3.8219279720449206e-07,7.706922604529193e-07
4695,0.00046974327548157544,0.0007908154846320805,0.0010787812437585708
4520,2.7509182567766166e-05,2.2433375277627252e-05,3.955462910246391e-05
1680,0.0,0.0,0.0
2322,0.0,0.0,0.0
6107,6.549973956556182e-05,0.00011096866969367358,0.0001632227877755738
2046,0.0,0.0,0.0
3893,9.690965452538569e-07,7.430220166635254e-07,1.0458630856678633e-06
2188,0.0001214240453883998,7.046035044527508e-05,4.8977593905012255e-05
1203,6.8838732934589935e-06,6.099850337931122e-06,7.596464590666907e-06
4439,0.002830179020847564,0.0026307517669706963,0.002437403028671213
1483,0.0012068943223430243,0.0014404440354575145,0.0016696198418564103
3466,2.9084653789265566e-05,2.6494339790689323e-05,1.7615292114711167e-05
2036,0.0004589141050041241,0.00040645519066886043,0.0004368374902451998
6865,1.937840713030712e-05,1.4754893546165326e-05,1.3528275943080824e-05
4329,0.0006151438852982977,0.0006413377878203732,0.0012187318929559599
5327,3.9272932436645725e-06,3.6545501463309213e-06,7.26884965691133e-06
5103,0.0001801423332921513,0.00017158385911143946,0.0001707175226305692
3252,9.971344724604413e-05,7.598813745030243e-05,8.449292601211839e-05
4446,1.0474031628388298e-06,7.5671474501909e-07,9.195861464125764e-07
6312,2.7205163429405643e-06,2.586938949440829e-06,2.465103386050587e-06
2028,4.260272345652684e-05,4.04122325590658e-05,0.0002047653768204515
157,5.676536543093262e-06,5.120544821345504e-06,5.785428337855683e-06
1092,0.0,0.0,0.0
6591,0.00017831711391804779,0.00017800881010318335,0.0001776439150579631
187,0.00037804006541838296,0.0003954007728514977,0.00035037484520772583
449,4.779906290928311e-05,5.4627293942181065e-05,6.82856395387626e-05
5136,0.00016788023130828605,0.00016731170022405993,0.00022027720196632076
294,0.0002897584954084991,0.0014772516475078548,0.000903655780068451
127,0.0005276367847999794,0.0005163368303252547,0.0004320492274177128
5656,0.00017025147842720707,0.00016823566226567067,0.0002770766211358336
292,0.00017489847870320342,0.00018175746226968767,0.00017853373859845093
4525,0.0,0.0,0.0
1532,0.00014439842644514185,0.00014512588078382526,9.779492201902971e-05
5989,0.0,0.0,0.0
4075,4.668850481865006e-05,3.5397320042393e-05,2.4945615728798107e-05
3485,0.00022022281997289338,0.00022333962459751777,0.00020022124314476088
3417,1.708133552376389e-05,1.8501414349379593e-05,1.8955406445485728e-05
588,0.0,0.0,0.0
3672,0.00014348010974329868,0.0001428637363931753,0.0001480539143631806
6504,0.00011643027733160523,0.00011968001338003241,0.00011829162670468035
3014,3.124401252652866e-06,1.7099557291088685e-06,2.1578509699278416e-06
4342,0.00013803326244087873,0.00011344443963922474,9.141556437603627e-05
6343,0.000205178839751287,0.00021098368541038845,0.0004544385538270643
5665,0.00014081852830854203,0.00017589456198298362,0.00016390163776611977
2232,0.0,0.0,0.0
2762,0.0003777716230896559,0.0004039459140187241,0.00045078930226713986
3123,3.686561951354431e-05,4.394907480330684e-05,9.573441377821924e-05
1315,0.0,0.0,0.0
6473,0.0,0.0,0.0
6199,0.00021899580198925952,0.0002239218566796389,0.00023743972990384414
4733,0.0,0.0,0.0
5218,7.099407412611939e-05,7.821865853750734e-05,7.387406751731581e-05
1796,8.090236344282577e-07,4.96109997434364e-07,5.096572465060724e-07
3388,0.00023588330885966448,0.00022392077682444555,0.00023241987068312896
2472,0.0001964336217901275,0.00024678664779400136,0.0002942948446063574
6844,1.4392260550747141e-06,1.2932858587557435e-06,1.244166290732788e-06
3596,0.0003216102703349101,0.001590038060033861,0.0010005621046915393
4963,0.0005743877388508411,0.000403480874558637,0.0003525390668568457
4119,8.552121399662479e-05,9.041788535312069e-05,8.775255865289774e-05
290,0.00033856473091216827,0.00028254245973759743,0.000312232295593269
2751,0.0,0.0,0.0
5105,1.4368393101138972e-05,1.3455449723674761e-05,2.764394004508675e-05
3994,8.657226404023259e-07,5.129661981107066e-07,1.0763562917728343e-06
672,0.00023735986553846867,0.0004475663879702434,0.0006112415622649705
3088,0.00030782069009043916,0.00022088414377731942,0.0001693530359140745
1592,6.498785568047798e-05,4.8430086387486156e-05,3.8202358633232355e-05
5473,6.942151677949669e-06,7.421689159784566e-06,6.697194756760606e-06
5925,0.0,0.0,0.0
1936,2.9044435966731752e-05,2.741518536058574e-05,2.912949933319485e-05
5905,0.0,0.0,0.0
2174,0.0,0.0,0.0
3500,0.00026782310123989433,0.00017931690781012905,0.00018413362829654262
659,2.79622042979787e-05,1.8695952976108477e-05,1.2704309787494403e-05
5285,1.0126015162541627e-05,1.1569409207797598e-05,1.1127956945432647e-05
1177,2.411449110360566e-06,4.478478867686157e-06,4.075631105346739e-06
1038,1.1248300468099669e-05,6.915821673009628e-06,1.1263415790284261e-05
237,0.0029953525054426154,0.0028458725773001423,0.002067573880755631
266,9.863692302734224e-07,9.64047389973543e-07,9.309889348516734e-07
5687,9.093903368723549e-05,9.198822176753686e-05,9.775614951860776e-05
2481,0.006240722224321237,0.007631660665828831,0.009585545440279713
6944,0.0003438057462777969,0.00030764368496240117,0.00044547183061251856
4881,9.335236796039497e-06,8.996524958293676e-06,8.56322127542749e-06
1706,0.0,0.0,0.0
1377,0.0,0.0,0.0
6805,2.617845466194107e-05,2.5156221311529874e-05,2.6639842431823668e-05
2895,0.0005240014256742093,0.0004244059528694052,0.0004802700652075217
928,2.96269056731924e-05,3.301305297843564e-05,5.361246606730022e-05
3546,1.0400882147921285e-05,9.425915498059183e-06,1.3556873608092475e-05
5528,0.0,0.0,0.0
531,1.1071383676160436e-05,1.0782732648532926e-05,1.2109216121801569e-05
13,0.0007452453711715151,0.00046876099048946126,0.00032554094518148964
4376,4.533373334360883e-07,2.5775165422446776e-07,4.4855710619060637e-07
6135,0.0005326210105103574,0.00045562223241409734,0.00048343091997407974
5412,0.0004186298462559916,0.0008623965399194357,0.0009033941667053743
258,9.74652889864832e-05,9.101829994179806e-05,9.893598467687013e-05
572,0.0,0.0,0.0
2387,0.0004188239466082617,0.0004298944412264424,0.0005470913609322008
2178,3.329900938812874e-05,2.145305364894602e-05,2.394696621215202e-05
1237,0.000251521874648913,0.00026848546439308616,0.0003130071329720663
2841,3.9178606684062336e-07,3.6501078613206673e-07,5.75811041538839e-07
564,9.145018925895698e-05,8.74946355275221e-05,8.636629330902368e-05
4485,1.8405401934588265e-06,1.3472411823543241e-06,1.8409267953136704e-06
442,0.0,0.0,0.0
4482,0.0006313705883134468,0.0008509262483464672,0.0008419047245427818
1759,4.94510622656942e-06,3.0078217979285328e-06,1.7107686460554016e-06
6019,0.0037097243117938253,0.0032846567977846187,0.0022129824554860396
6957,0.00016447493945649796,0.00014911424326098432,0.00017006696609954283
5762,0.0,0.0,0.0
6106,0.0,0.0,0.0
4334,0.0001787373567274202,0.00025219687034027993,0.00026446311902364494
5625,0.0,0.0,0.0
6446,0.00011919362008062165,0.00012287641618969534,0.00013923157061053836
451,0.00032924830498669945,0.00028929815756024383,0.00025109903994047976
4851,7.752392843175813e-05,4.2825106783003275e-05,3.562641595741835e-05
526,0.0008027754127767051,0.0006321277947602802,0.0006575363188174806
401,0.0002532579803589034,0.00027305296312120554,0.0006167860015787672
1060,0.0,0.0,0.0
6991,4.2107640819679176e-05,5.0776153083474855e-05,0.00010757483252243076
3867,0.007791548433228452,0.007569059701833966,0.005636396078748033
2613,8.721647231008726e-06,8.548098582840528e-06,8.883679062503119e-06
6087,0.00015087198064619737,0.00018191399591329608,0.00016810202988286148
3442,0.0,0.0,0.0
6228,5.002632520623486e-05,3.171054643847421e-05,3.322714113665896e-05
1950,1.8921021856756372e-05,3.5166229422893865e-05,3.43952112916155e-05
3291,5.1240114971956425e-05,3.3551797963886494e-05,3.632749151096674e-05
2641,0.0007516979918818518,0.00041778154688370883,0.00025512403877769115
533,0.0,0.0,0.0
5895,0.0,0.0,0.0
2644,0.0,0.0,0.0
3186,4.1431810935465185e-05,2.266127960829592e-05,1.4101459527166028e-05
5544,0.0,0.0,0.0
932,0.0029651494584044817,0.0027150947253454173,0.0021387366978703618
5494,1.908378633694566e-06,1.3292484659075186e-06,8.484187717452544e-07
2193,0.0001318367658585635,0.0001285167456905578,0.00012693320995086675
4571,0.0,0.0,0.0
3076,0.0001614196340019445,0.00014333766796046355,0.00012848399938763527
3692,0.002171528373837376,0.0016272840501929911,0.0018013547436183494
4080,0.001090563968105464,0.0011152506423542556,0.0010317834801298986
3621,0.0008254569867232706,0.0006594023968790976,0.0006790244347219613
5389,0.0028164186660165585,0.003571472723419228,0.0036891852803285145
3504,5.308624199730288e-07,5.893481795574624e-07,7.188517587475744e-07
5086,6.38988377173839e-06,7.104925467413201e-06,1.2496891436952304e-05
3232,1.931605513053293e-05,1.459817412682451e-05,3.0737124649128544e-05
3559,5.111392836703451e-06,4.753845286434633e-06,5.8496346899034e-06
4532,1.4177776802609316e-05,2.2379034422179422e-05,3.269188459811478e-05
2194,0.0,0.0,0.0
6097,8.10379569202318e-07,4.751513646610224e-07,3.6406704256239353e-07
1945,1.5298197756776295e-05,1.641066091358233e-05,1.7537038745735277e-05
977,2.4738975869587273e-05,1.70940452029087e-05,1.8758169121594966e-05
6781,0.0,0.0,0.0
883,2.7769969916552906e-07,3.582068693157021e-07,3.2600543823388515e-06
853,0.0006659533156139603,0.0003830895799074804,0.00024341497163552118
523,3.193924050384782e-06,1.6394415955004283e-06,8.857241596299186e-07
3700,0.0026620373046780652,0.0014159466707925061,0.0007850842965082285
3360,0.00017798209614996666,0.0001606126264170749,0.0007770640022648767
2786,1.2439609929172087e-05,1.4483163847265174e-05,2.007160525336223e-05
