node,degree_centrality,betweenness_centrality,pagerank,degree_raw,louvain_community,participation_coefficient,z_within_degree,role
1760,0.0009824561403508772,3.272126134404685e-05,0.00010727360519999693,7,1,0.5714285714285714,-0.36732359257760294,Khac (Peripheral)
6707,0.0005614035087719298,0.00018537965986009105,9.117171490297316e-05,4,16,0.625,-0.14312629133157528,Streamer Cau noi (Bridge)
2019,0.0029473684210526313,0.0004011020857103634,0.00024687132897548093,21,6,0.4897959183673469,0.5596112832360918,Khac (Peripheral)
634,0.00014035087719298245,0.0,3.0345629651401183e-05,1,5,0.0,-0.6061473652949135,Khac (Peripheral)
4670,0.00014035087719298245,0.0,3.214364973904356e-05,1,9,0.0,-0.2584446315564888,Khac (Peripheral)
2399,0.0019649122807017545,0.000138625301689353,0.0001762981153014013,14,4,0.6326530612244898,0.018839047128506894,Streamer Cau noi (Bridge)
5737,0.00014035087719298245,0.0,3.220610088201645e-05,1,1,0.0,-0.7142676008076517,Khac (Peripheral)
6974,0.004350877192982456,0.0008785989137703439,0.00042793764821955906,31,1,0.5681581685744017,1.4830444513159904,Khac (Peripheral)
6919,0.00014035087719298245,0.0,3.584581951365492e-05,1,16,0.0,-0.23233892186291363,Khac (Peripheral)
240,0.0005614035087719298,5.3194878693889066e-05,6.650919442643128e-05,4,5,0.0,-0.38256841907957656,Khac (Peripheral)
5646,0.0005614035087719298,1.8583393903154707e-05,6.696042998941556e-05,4,9,0.625,-0.1780241547109686,Streamer Cau noi (Bridge)
158,0.0005614035087719298,1.2671502086162078e-05,6.246589920403117e-05,4,4,0.375,-0.31638517383463,Khac (Peripheral)
3298,0.001263157894736842,1.3663681043310496e-05,0.00010731531771434919,9,5,0.19753086419753085,-0.08446315745912726,Khac (Peripheral)
2354,0.003789473684210526,0.0006032378077187984,0.0002921694739559438,27,5,0.6145404663923182,0.437221050376659,Khac (Peripheral)
1161,0.0008421052631578947,0.0001810599682218436,0.00011689391459664933,6,0,0.6666666666666667,0.029268008972723546,Streamer Cau noi (Bridge)
1869,0.015719298245614036,0.006335495556887781,0.001282442603665481,112,5,0.697704081632653,3.6418526127964888,Khac (Peripheral)
3499,0.004912280701754385,0.0013326654363021767,0.0004312824868316527,35,5,0.7020408163265306,0.660799996591996,Streamer Cau noi (Bridge)
5655,0.001263157894736842,3.4899208612290785e-05,0.0001380521152804374,9,13,0.37037037037037035,1.3109354082284255,Khac (Peripheral)
5295,0.0005614035087719298,0.000354151286307726,9.052928976728528e-05,4,1,0.625,-0.5986195980643021,Streamer Cau noi (Bridge)
6468,0.00014035087719298245,0.0,3.416967136606929e-05,1,4,0.0,-0.45047486221988475,Khac (Peripheral)
3872,0.0002807017543859649,0.0,6.202563843556215e-05,2,16,0.0,-0.14312629133157528,Khac (Peripheral)
5676,0.0014035087719298245,6.696157756064347e-05,0.00014368182657676173,10,14,0.76,-0.12539418053002366,Streamer Cau noi (Bridge)
72,0.0002807017543859649,1.336186151053556e-06,4.0026559905271885e-05,2,5,0.0,-0.5316210498898012,Khac (Peripheral)
544,0.00042105263157894734,0.0,5.465749110895544e-05,3,16,0.0,-0.05391366080023693,Khac (Peripheral)
4228,0.00042105263157894734,0.000188813981829289,6.711081603362263e-05,3,10,0.4444444444444444,-0.48321712779513526,Khac (Peripheral)
2430,0.0005614035087719298,2.4141758867526115e-05,7.288276030710906e-05,4,14,0.5,-0.3825895435149627,Khac (Peripheral)
2677,0.005052631578947368,0.00031421939291470817,0.0003933876743735825,36,4,0.15740740740740755,1.6949601519441915,Khac (Peripheral)
576,0.0002807017543859649,2.828066008945846e-06,4.532585320089838e-05,2,13,0.0,-0.4139796025984502,Khac (Peripheral)
5986,0.0023859649122807015,0.0009100672693480552,0.00021819944038383812,17,4,0.6228373702422145,0.15292873551376165,Streamer Cau noi (Bridge)
3707,0.0002807017543859649,0.00014037057832678272,8.584597695257335e-05,2,13,0.0,-0.4139796025984502,Khac (Peripheral)
809,0.002245614035087719,0.00039689472771281515,0.00019886337673572245,16,5,0.6875,-0.08446315745912726,Streamer Cau noi (Bridge)
593,0.0009824561403508772,2.6939626226150024e-05,9.443907363226498e-05,7,14,0.653061224489796,-0.2539918620224932,Streamer Cau noi (Bridge)
2456,0.0008421052631578947,0.00015957190542070034,9.684941317599711e-05,6,1,0.2777777777777777,-0.25167558983425337,Khac (Peripheral)
6911,0.0007017543859649122,1.9625984863268818e-05,9.720485163690158e-05,5,8,0.31999999999999984,0.25678193912766795,Khac (Peripheral)
3362,0.00014035087719298245,0.0,3.2308911402435635e-05,1,5,0.0,-0.6061473652949135,Khac (Peripheral)
7101,0.00014035087719298245,0.0,5.391992885526371e-05,1,3,0.0,-0.5587867256689831,Khac (Peripheral)
7060,0.0009824561403508772,9.694037020896662e-05,0.00010164861402311427,7,9,0.44897959183673464,0.06323727582559185,Khac (Peripheral)
6080,0.001543859649122807,0.000227145098899294,0.0001479246224815245,11,9,0.6446280991735538,0.14365775267111203,Streamer Cau noi (Bridge)
5771,0.0002807017543859649,0.0,4.391353069110488e-05,2,14,0.5,-0.5111872250074323,Khac (Peripheral)
5914,0.0002807017543859649,0.00014037057832678272,8.385241312789483e-05,2,3,0.0,-0.3881735655774289,Khac (Peripheral)
6794,0.00042105263157894734,6.613711012355741e-06,6.150639076608623e-05,3,16,0.4444444444444444,-0.14312629133157528,Khac (Peripheral)
3361,0.00042105263157894734,2.4109841000950994e-05,5.23098958916598e-05,3,1,0.6666666666666667,-0.7142676008076517,Streamer Cau noi (Bridge)
3260,0.0002807017543859649,3.3301631589896836e-05,4.7021064862634363e-05,2,16,0.5,-0.23233892186291363,Khac (Peripheral)
936,0.0008421052631578947,0.00015738837064885506,9.839134474161153e-05,6,16,0.6666666666666667,-0.05391366080023693,Streamer Cau noi (Bridge)
3837,0.0008421052631578947,0.0009073805543428887,0.00010858038845256564,6,1,0.5,-0.36732359257760294,Khac (Peripheral)
2233,0.0002807017543859649,4.79205670163791e-07,5.2972489896560784e-05,2,9,0.0,-0.1780241547109686,Khac (Peripheral)
4568,0.007859649122807018,0.0033900567867012374,0.0006380987069385847,56,5,0.7021683673469388,1.10795788902267,Streamer Cau noi (Bridge)
3468,0.0007017543859649122,0.0001644064010248952,9.628267191173115e-05,5,4,0.56,-0.31638517383463,Khac (Peripheral)
5540,0.0005614035087719298,1.1168511329253741e-05,8.074411518612504e-05,4,14,0.375,-0.2539918620224932,Khac (Peripheral)
6304,0.0011228070175438596,0.00029121511385892944,0.00011540073165245051,8,9,0.75,-0.09760367786544846,Streamer Cau noi (Bridge)
3284,0.0002807017543859649,1.3773125053554202e-05,4.115339057061336e-05,2,9,0.5,-0.2584446315564888,Khac (Peripheral)
1376,0.0018245614035087717,0.00021971273710214673,0.00018102120912870162,13,5,0.7692307692307692,-0.38256841907957656,Streamer Cau noi (Bridge)
4702,0.008,0.0039741867888968795,0.0006633890918465125,57,5,0.657433056325023,1.7041684122635685,Streamer Cau noi (Bridge)
6480,0.0014035087719298245,6.0375105305076146e-05,0.0001177654213172433,10,5,0.33999999999999986,-0.08446315745912726,Khac (Peripheral)
5021,0.00014035087719298245,0.0,3.286902722041417e-05,1,16,0.0,-0.23233892186291363,Khac (Peripheral)
6756,0.003929824561403509,0.0017471139943359651,0.0003216988953151353,28,6,0.25765306122448983,1.2690397604094048,Khac (Peripheral)
2533,0.002105263157894737,0.00011977188359644067,0.00017890372555056045,15,5,0.6488888888888888,-0.08446315745912726,Streamer Cau noi (Bridge)
6062,0.0002807017543859649,0.00014037057832678272,8.018367832001404e-05,2,1,0.0,-0.5986195980643021,Khac (Peripheral)
5956,0.0007017543859649122,1.1294077799239203e-05,8.230256873659715e-05,5,16,0.31999999999999984,0.03529896973110142,Khac (Peripheral)
5768,0.006736842105263157,0.0041172022236980075,0.0006460717361437326,48,6,0.7413194444444444,1.056211217257411,Streamer Cau noi (Bridge)
1636,0.00042105263157894734,1.2438934676541998e-05,5.6587389037465226e-05,3,9,0.6666666666666667,-0.2584446315564888,Streamer Cau noi (Bridge)
1524,0.0026666666666666666,0.0003967932461354643,0.0002394660543374175,19,5,0.5761772853185596,0.21364210416132204,Khac (Peripheral)
1385,0.0005614035087719298,0.0002048351603861395,6.686362053956983e-05,4,6,0.375,-0.2207600416545527,Khac (Peripheral)
119,0.0007017543859649122,5.3992713991564894e-05,7.656288170709705e-05,5,5,0.72,-0.5316210498898012,Streamer Cau noi (Bridge)
3213,0.0008421052631578947,2.3166017893660123e-05,8.900412366380423e-05,6,4,0.5,-0.24934032964200262,Khac (Peripheral)
4487,0.0005614035087719298,3.842159093729975e-05,8.28703622832687e-05,4,5,0.625,-0.5316210498898012,Streamer Cau noi (Bridge)
839,0.0014035087719298245,6.741212721053026e-05,0.0001406854078334121,10,4,0.4600000000000001,-0.04820579706412048,Khac (Peripheral)
6165,0.0019649122807017545,0.0007919434463016323,0.0001974514620966419,14,4,0.6836734693877551,-0.04820579706412048,Streamer Cau noi (Bridge)
1150,0.00042105263157894734,1.7915199259965515e-06,5.760569155887489e-05,3,9,0.0,-0.09760367786544846,Khac (Peripheral)
701,0.00042105263157894734,1.8729299845541035e-05,5.5079756952829484e-05,3,13,0.6666666666666667,-0.7589626047638253,Streamer Cau noi (Bridge)
1794,0.00014035087719298245,0.0,4.888496236685711e-05,1,8,0.0,-0.7985918306870473,Khac (Peripheral)
3998,0.0009824561403508772,0.00022034542910626825,0.00011058280182483321,7,16,0.44897959183673464,0.12451160026243978,Khac (Peripheral)
4923,0.0014035087719298245,0.00016792246222411406,0.00013244027353976294,10,2,0.76,-0.6448606735457089,Streamer Cau noi (Bridge)
542,0.001543859649122807,0.00040440159218121534,0.00016663200816681187,11,1,0.743801652892562,-0.36732359257760294,Streamer Cau noi (Bridge)
7074,0.00014035087719298245,0.0,3.43243164963483e-05,1,6,0.0,-0.3626457370892153,Khac (Peripheral)
4315,0.0016842105263157893,0.0002489448283997084,0.00016491843892063265,12,1,0.6527777777777778,-0.1360275870909038,Streamer Cau noi (Bridge)
1481,0.007859649122807018,0.0014407792978866334,0.0005969940898375772,56,5,0.39987244897959173,2.523957881719804,Khac (Peripheral)
5915,0.0008421052631578947,0.0001520192864074743,0.00010507775025051476,6,9,0.6111111111111112,-0.09760367786544846,Khac (Peripheral)
948,0.0019649122807017545,0.00023178730066325068,0.00018126078267576064,14,1,0.7653061224489797,-0.36732359257760294,Streamer Cau noi (Bridge)
799,0.001263157894736842,5.422027548844424e-05,0.0001317725371923176,9,0,0.8148148148148149,-0.2570494701082677,Streamer Cau noi (Bridge)
6513,0.0009824561403508772,0.0002483158995616347,0.00011710670773861587,7,14,0.6122448979591837,-0.12539418053002366,Khac (Peripheral)
413,0.00042105263157894734,4.651497928321849e-06,5.791846804699779e-05,3,9,0.6666666666666667,-0.2584446315564888,Streamer Cau noi (Bridge)
3811,0.0002807017543859649,1.881394485515805e-06,5.426363229351082e-05,2,6,0.5,-0.3626457370892153,Khac (Peripheral)
7055,0.004350877192982456,0.0002812945815296978,0.0003530670445277521,31,4,0.28511966701352753,1.2256462425957997,Khac (Peripheral)
1923,0.00014035087719298245,0.0,3.2385891955629855e-05,1,6,0.0,-0.3626457370892153,Khac (Peripheral)
5383,0.0002807017543859649,2.056428568687095e-06,5.046910708365075e-05,2,16,0.5,-0.23233892186291363,Khac (Peripheral)
1920,0.0002807017543859649,4.689037091885986e-07,4.900497873731672e-05,2,9,0.5,-0.2584446315564888,Khac (Peripheral)
3555,0.00014035087719298245,0.0,5.1556076787794906e-05,1,7,0.0,-1.372812945967288,Khac (Peripheral)
6861,0.001263157894736842,0.0003545396304109577,0.00014005689189649075,9,9,0.37037037037037035,0.22407822951663217,Khac (Peripheral)
1893,0.0002807017543859649,2.621758434486617e-06,5.3153027415748895e-05,2,16,0.5,-0.23233892186291363,Khac (Peripheral)
5490,0.0014035087719298245,0.00019402257294032557,0.00015160385336993753,10,4,0.82,-0.31638517383463,Streamer Cau noi (Bridge)
3977,0.00014035087719298245,0.0,3.305900327248635e-05,1,16,0.0,-0.23233892186291363,Khac (Peripheral)
2265,0.001263157894736842,9.123726218907184e-05,0.00011998544716767073,9,5,0.49382716049382713,-0.2335157882693519,Khac (Peripheral)
661,0.0002807017543859649,1.0134037132801775e-07,4.657980715748075e-05,2,9,0.5,-0.2584446315564888,Khac (Peripheral)
4449,0.001263157894736842,4.654552807044649e-05,0.0001110776584387231,9,1,0.6172839506172839,-0.25167558983425337,Khac (Peripheral)
5038,0.004631578947368421,0.0008579352216618815,0.0003732714199314269,33,5,0.6556473829201102,0.5862736811868836,Streamer Cau noi (Bridge)
6720,0.00014035087719298245,0.0,3.338628045939249e-05,1,9,0.0,-0.2584446315564888,Khac (Peripheral)
3714,0.00014035087719298245,0.0,4.072527019725888e-05,1,2,0.0,-0.6448606735457089,Khac (Peripheral)
260,0.0002807017543859649,0.0,4.2567381174615506e-05,2,16,0.5,-0.23233892186291363,Khac (Peripheral)
4330,0.006456140350877193,0.0012327994451088648,0.0005393716933939669,46,0,0.834593572778828,2.6061253207016444,Khac (Peripheral)
3957,0.00014035087719298245,0.0,4.351997155988909e-05,1,4,0.0,-0.45047486221988475,Khac (Peripheral)
1664,0.0002807017543859649,2.878864291606896e-06,4.763329162640721e-05,2,6,0.0,-0.29170288937188404,Khac (Peripheral)
3209,0.007719298245614035,0.001526586224838412,0.0006455031662831232,55,6,0.4991735537190083,2.262239628452043,Khac (Peripheral)
5888,0.0019649122807017545,8.271112379410999e-05,0.0001789797507424381,14,1,0.3571428571428572,0.44221242662584415,Khac (Peripheral)
2453,0.00014035087719298245,0.0,5.813501858036641e-05,1,16,0.0,-0.23233892186291363,Khac (Peripheral)
5720,0.00014035087719298245,0.0,3.266944956948561e-05,1,14,0.0,-0.5111872250074323,Khac (Peripheral)
38,0.0002807017543859649,3.1066152016344527e-06,4.4865831641083186e-05,2,9,0.5,-0.2584446315564888,Khac (Peripheral)
5594,0.001263157894736842,0.0001224886704477057,0.00013938475412337065,9,14,0.49382716049382713,0.13180118245491543,Khac (Peripheral)
4460,0.00042105263157894734,0.00014056124252216585,9.130780879169063e-05,3,1,0.0,-0.4829715953209526,Khac (Peripheral)
4958,0.0019649122807017545,0.0002609677275716339,0.00018069940855342328,14,6,0.8673469387755102,-0.2207600416545527,Streamer Cau noi (Bridge)
77,0.0007017543859649122,0.0001562154888022434,9.059198957340971e-05,5,6,0.31999999999999984,-0.1498171939372214,Khac (Peripheral)
6752,0.0016842105263157893,5.014987925945802e-05,0.00014509658162732906,12,1,0.48611111111111116,0.09526841839579539,Khac (Peripheral)
6945,0.00014035087719298245,0.0,3.1358693039005883e-05,1,1,0.0,-0.7142676008076517,Khac (Peripheral)
3678,0.0002807017543859649,1.0973258093008172e-06,4.14074315276835e-05,2,8,0.5,-0.7985918306870473,Khac (Peripheral)
875,0.0009824561403508772,3.269860397106936e-05,9.849338720847559e-05,7,16,0.7755102040816326,-0.23233892186291363,Streamer Cau noi (Bridge)
3551,0.0033684210526315787,0.0029322458264111765,0.0003030739601950805,24,6,0.7604166666666666,0.20489704464943517,Streamer Cau noi (Bridge)
4273,0.0007017543859649122,0.00020932524898574988,8.583306484904283e-05,5,10,0.6399999999999999,-0.48321712779513526,Streamer Cau noi (Bridge)
6220,0.0002807017543859649,9.165007455705644e-07,4.2261880590396636e-05,2,3,0.5,-0.5587867256689831,Khac (Peripheral)
4999,0.00014035087719298245,0.0,3.178046519349181e-05,1,6,0.0,-0.3626457370892153,Khac (Peripheral)
4537,0.00042105263157894734,0.0,7.665486791234574e-05,3,14,0.0,-0.2539918620224932,Khac (Peripheral)
465,0.002245614035087719,0.002324713305808669,0.0002438034323270387,16,1,0.6640625,0.09526841839579539,Streamer Cau noi (Bridge)
4971,0.0002807017543859649,1.43782514661009e-07,4.464945544573623e-05,2,3,0.5,-0.5587867256689831,Khac (Peripheral)
6276,0.00014035087719298245,0.0,3.349093727425573e-05,1,16,0.0,-0.23233892186291363,Khac (Peripheral)
2540,0.00042105263157894734,7.374352830877787e-06,6.245019097882223e-05,3,0,0.4444444444444444,-0.2570494701082677,Khac (Peripheral)
2412,0.00014035087719298245,0.0,3.198389107863461e-05,1,6,0.0,-0.3626457370892153,Khac (Peripheral)
1596,0.0007017543859649122,4.050629253769131e-05,7.609970968143554e-05,5,5,0.72,-0.5316210498898012,Streamer Cau noi (Bridge)
1766,0.0008421052631578947,0.00011713575466234987,9.052223238889491e-05,6,0,0.6111111111111112,-0.2570494701082677,Khac (Peripheral)
6077,0.008280701754385965,0.0015118277480616526,0.0007176519331458356,59,16,0.7894283251939098,1.73033894982653,Streamer Cau noi (Bridge)
2433,0.0005614035087719298,6.936782547762296e-05,7.444768823844941e-05,4,13,0.625,-0.4139796025984502,Streamer Cau noi (Bridge)
1206,0.00014035087719298245,0.0,3.263724399544556e-05,1,2,0.0,-0.6448606735457089,Khac (Peripheral)
1922,0.0005614035087719298,0.00015586869347118857,8.816703626510443e-05,4,1,0.375,-0.4829715953209526,Khac (Peripheral)
2933,0.00014035087719298245,0.0,3.163937009732513e-05,1,1,0.0,-0.7142676008076517,Khac (Peripheral)
6007,0.0033684210526315787,0.0005104117505048475,0.0002992609418397452,24,1,0.22916666666666663,1.59869245405934,Khac (Peripheral)
4230,0.008,0.0018054873224467305,0.0006067177551661396,57,1,0.6715912588488766,2.408228473262787,Streamer Cau noi (Bridge)
6556,0.002245614035087719,0.0001707294737400768,0.00018879575806739614,16,6,0.609375,0.20489704464943517,Khac (Peripheral)
2675,0.0009824561403508772,4.235015608728538e-05,0.00010053609950506074,7,16,0.7755102040816326,-0.14312629133157528,Streamer Cau noi (Bridge)
2203,0.001263157894736842,0.00011467100582173522,0.00012233851911898474,9,6,0.7160493827160495,-0.1498171939372214,Streamer Cau noi (Bridge)
5471,0.0008421052631578947,3.4814329781382855e-05,9.781589029956745e-05,6,14,0.4444444444444444,-0.12539418053002366,Khac (Peripheral)
3593,0.00014035087719298245,0.0,3.349093727425573e-05,1,16,0.0,-0.23233892186291363,Khac (Peripheral)
1019,0.0002807017543859649,0.0,4.1959487809965425e-05,2,1,0.0,-0.5986195980643021,Khac (Peripheral)
257,0.0011228070175438596,0.00011535422910438178,0.0001426736307045526,8,16,0.65625,0.03529896973110142,Streamer Cau noi (Bridge)
366,0.001543859649122807,6.837267654339017e-05,0.00013807041688508872,11,5,0.31404958677685935,-0.009936842054014941,Khac (Peripheral)
1063,0.0014035087719298245,8.996254682746135e-05,0.00017232652206129075,10,9,0.42000000000000004,0.22407822951663217,Khac (Peripheral)
5924,0.0002807017543859649,0.0,4.610995595957336e-05,2,14,0.0,-0.3825895435149627,Khac (Peripheral)
27,0.00014035087719298245,0.0,5.5355221731131e-05,1,16,0.0,-0.23233892186291363,Khac (Peripheral)
6240,0.00014035087719298245,0.0,3.338628045939249e-05,1,9,0.0,-0.2584446315564888,Khac (Peripheral)
7022,0.0002807017543859649,0.0013901951151038734,7.894671912711647e-05,2,9,0.0,-0.1780241547109686,Khac (Peripheral)
0,0.00014035087719298245,0.0,4.5609501192016874e-05,1,16,0.0,-0.23233892186291363,Khac (Peripheral)
2603,0.00042105263157894734,1.5673620631266479e-06,5.6379850367199125e-05,3,3,0.4444444444444444,-0.3881735655774289,Khac (Peripheral)
2993,0.0011228070175438596,0.00011612346659366511,0.00011029157843177042,8,1,0.21875,-0.020379584347554196,Khac (Peripheral)
5522,0.00014035087719298245,0.0,3.530380867467015e-05,1,4,0.0,-0.45047486221988475,Khac (Peripheral)
2309,0.0005614035087719298,1.1744122384613526e-05,7.009607288774112e-05,4,2,0.375,0.015173192318722542,Khac (Peripheral)
4815,0.0005614035087719298,8.548750036430855e-06,7.45110500837145e-05,4,15,0.625,-0.3322541788802534,Streamer Cau noi (Bridge)
36,0.0008421052631578947,1.7042827239550095e-05,8.480929907409301e-05,6,4,0.2777777777777777,-0.18229548544937524,Khac (Peripheral)
5984,0.00014035087719298245,0.0,5.181171477835217e-05,1,9,0.0,-0.2584446315564888,Khac (Peripheral)
1037,0.0011228070175438596,0.00043427087311160363,0.00011892333274859112,8,4,0.21875,-0.04820579706412048,Khac (Peripheral)
2915,0.0002807017543859649,1.1292055652008034e-06,4.5276740606011514e-05,2,15,0.5,-0.6360721892977823,Khac (Peripheral)
1122,0.00014035087719298245,0.0,3.2029188269865987e-05,1,9,0.0,-0.2584446315564888,Khac (Peripheral)
2435,0.0011228070175438596,1.0346657148828418e-05,0.00010857524832460466,8,15,0.65625,0.27538184195480453,Streamer Cau noi (Bridge)
2990,0.004210526315789474,0.001289027539448934,0.0003458138990301691,30,4,0.3488888888888888,1.091556554210545,Khac (Peripheral)
6859,0.00014035087719298245,0.0,4.811074040823094e-05,1,4,0.0,-0.45047486221988475,Khac (Peripheral)
1590,0.0014035087719298245,0.00011560813359734646,0.00014039300421093376,10,2,0.8,0.015173192318722542,Streamer Cau noi (Bridge)
422,0.0007017543859649122,9.920336803471077e-05,8.218667332379481e-05,5,9,0.56,-0.09760367786544846,Khac (Peripheral)
4000,0.00014035087719298245,0.0,4.7977520367191385e-05,1,6,0.0,-0.3626457370892153,Khac (Peripheral)
1603,0.002526315789473684,0.0004583556168702874,0.00021702092397796676,18,4,0.29629629629629617,0.48815295647689855,Khac (Peripheral)
5767,0.0002807017543859649,2.263354916107345e-07,4.017212061049667e-05,2,1,0.0,-0.5986195980643021,Khac (Peripheral)
911,0.0005614035087719298,3.842188488774016e-06,6.591822641464283e-05,4,6,0.625,-0.29170288937188404,Streamer Cau noi (Bridge)
3316,0.00042105263157894734,1.2006960579760741e-05,6.532766009633341e-05,3,2,0.4444444444444444,-0.31484374061349313,Khac (Peripheral)
2747,0.00014035087719298245,0.0,3.072437792033351e-05,1,5,0.0,-0.6061473652949135,Khac (Peripheral)
2361,0.0002807017543859649,0.00014037057832678272,9.177840786112179e-05,2,2,0.0,-0.31484374061349313,Khac (Peripheral)
2599,0.004210526315789474,0.001021166844865362,0.00035211737524258585,30,1,0.528888888888889,1.4830444513159904,Khac (Peripheral)
1048,0.0008421052631578947,2.5873589179358172e-05,8.924468653114457e-05,6,4,0.2777777777777777,-0.18229548544937524,Khac (Peripheral)
4710,0.0029473684210526313,0.0007149518362943482,0.00026301053293654477,21,6,0.8163265306122449,-0.07887434621989009,Streamer Cau noi (Bridge)
6937,0.0008421052631578947,9.32913900604553e-05,9.759578338780253e-05,6,4,0.2777777777777777,-0.18229548544937524,Khac (Peripheral)
1247,0.0008421052631578947,1.741493704736975e-05,8.666961940740391e-05,6,14,0.7777777777777778,-0.3825895435149627,Streamer Cau noi (Bridge)
1817,0.00042105263157894734,2.309388129049809e-05,5.4446071625712875e-05,3,16,0.4444444444444444,-0.14312629133157528,Khac (Peripheral)
5815,0.0009824561403508772,6.503311083898477e-05,0.00010074310300576278,7,6,0.7755102040816326,-0.29170288937188404,Streamer Cau noi (Bridge)
172,0.0009824561403508772,0.00028758784384227384,0.00010082930130715972,7,16,0.6122448979591837,0.03529896973110142,Khac (Peripheral)
6332,0.0007017543859649122,6.973607321620431e-05,7.615053934235795e-05,5,6,0.31999999999999984,-0.1498171939372214,Khac (Peripheral)
7015,0.0011228070175438596,0.00026921911514559907,0.0001316813873585605,8,6,0.5625,-0.07887434621989009,Khac (Peripheral)
6325,0.0007017543859649122,7.91714803650726e-05,0.00013835067364619533,5,7,0.31999999999999984,1.5689290811054721,Khac (Peripheral)
6843,0.0005614035087719298,0.00010769945954742895,8.267289856507141e-05,4,5,0.625,-0.5316210498898012,Streamer Cau noi (Bridge)
393,0.002105263157894737,0.00028795825222925283,0.0001851552529485806,15,1,0.8533333333333333,-0.4829715953209526,Streamer Cau noi (Bridge)
